STRAATNAAM;POSTCODE6;POSTCODE4;HSNR_laag;HSNR_hoog;HSNR_aant;BUURTCODE;BUURTNAAM;WIJKCODE;WIJKNAAM;STADSDEELCODE;STADSDEELNAAM;x_rd;y_rd;latitude;longitude
Schouwenlaan;5628JA;5628.0;1;55;28.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160593.00819;387757.55455;51.4788396044;5.4677120368
Schouwenlaan;5628JB;5628.0;2;56;28.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160591.49119;387795.3894;51.4791797035;5.46769080236
Schubertlaan;5653EB;5653.0;39;67;20.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159745.8472;381843.006726;51.4256835142;5.45543733678
Schubertlaan;5653EH;5653.0;205;239;18.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159583.81655;381729.462153;51.4246642414;5.45310615866
Schubertlaan;5653EJ;5653.0;241;271;21.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159591.2331;381664.950634;51.4240843075;5.45321195067
Schultinghstraat;5652VA;5652.0;1;39;34.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158175.922763;383558.5577;51.4411151017;5.43288025116
Schumannstraat;5654PE;5654.0;1;43;35.0;722;Blaarthem;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160068.543314;381829.53435;51.4255596021;5.46007691116
Schumannstraat;5654PH;5654.0;2;54;27.0;722;Blaarthem;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160041.953019;381851.4847;51.4257571455;5.45969490783
Schutterlaan;5632JS;5632.0;37;67;16.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162692.8575;387289.143058;51.4746044172;5.49792892829
Schutzweg;5654BH;5654.0;1;13;7.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160426.443467;381315.9127;51.4209394861;5.46521491588
Schweitzerlaan;5644DK;5644.0;1;41;22.0;224;Roosten;22;Wijk Kortonjo;2;Stadsdeel Stratum;162676.87995;380372.292498;51.4124314154;5.49754804628
Scott Joplinlaan;5629RK;5629.0;2;5;3.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160922.6919;389151.031524;51.4913616925;5.47248132271
Scottlaan;5623RD;5623.0;202;240;20.0;432;Oude Toren;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;161360.4845;384915.483076;51.4532850559;5.4787083478
Scottlaan;5623RE;5623.0;242;280;20.0;432;Oude Toren;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;161420.513381;384916.52135;51.4532937069;5.47957199277
Sebastiaan van Noyestraat;5622KG;5622.0;1;13;7.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160556.032489;385680.2379;51.4601676951;5.46714691173
Sedanlaan;5627MS;5627.0;1;31;17.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;159355.651186;389160.4315;51.4914605182;5.44991779579
Sedanlaan;5627MT;5627.0;2;42;21.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;159418.254;389163.13608;51.4914843397;5.45081924275
Seinelaan;5627WG;5627.0;2;60;30.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158283.51155;388758.470582;51.4878547284;5.43447637313
Seinelaan;5627WH;5627.0;62;118;29.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;157989.6066;388851.820975;51.4886954648;5.43024559043
Serlioweg;5624KB;5624.0;1;41;17.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159901.6476;386338.115468;51.466087215;5.45774013435
Servaasplein;5614CL;5614.0;3;3;1.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162501.85385;382025.987601;51.427298299;5.49506744646
Sibeliuslaan;5654CV;5654.0;49;95;24.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160493.553681;381499.742;51.422591218;5.46618260366
Simon de Vliegerstraat;5642AB;5642.0;1;10;10.0;321;Doornakkers-West;32;Wijk Doornakkers;3;Stadsdeel Tongelre;163258.79855;383188.972484;51.4377413915;5.50597855253
Simon van Hapertlaan;5626GE;5626.0;1;27;22.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158376.2392;387437.859035;51.4759836651;5.43579872548
Simon van Leeuwenstraat;5652SG;5652.0;2;44;22.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158095.71215;383765.716548;51.4429776325;5.43172840748
Sionstraat;5625RS;5625.0;2;24;12.0;516;Vlokhoven;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161575.8601;387074.04495;51.4726851436;5.48184731217
Siriuspad;5632DL;5632.0;2;14;7.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162592.03495;387042.029537;51.4723845717;5.49647239155
Siënalaan;5632TV;5632.0;2;44;22.0;544;Heesterakker;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162793.290409;388483.58835;51.4853394718;5.49940101987
Sjaak Verbiezenlaan;5626HG;5626.0;2;11;6.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158064.6226;387288.424361;51.4746422363;5.43131200121
Sjalotweg;5632KT;5632.0;1;15;8.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162855.96295;387431.74325;51.4758839452;5.50027978707
Slangenburg;5655EX;5655.0;1;35;18.0;732;Hanevoet;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158529.0023;380778.030881;51.4161197313;5.43793068337
Sleewerk;5641LZ;5641.0;1;12;12.0;333;Muschberg, Geestenberg;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164890.061639;383864.5312;51.4437874752;5.52945821841
Sliffertsestraat;5657AR;5657.0;12;38;9.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;157468.5562;383243.994523;51.4382911499;5.42270397635
Smetanalaan;5653HS;5653.0;10;44;18.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159079.695984;381469.2484;51.4223291435;5.44585498757
Snelliushof;5621CD;5621.0;2;16;8.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;;;;
Sommelaan;5627WK;5627.0;1;18;14.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158123.273302;388777.58635;51.488027468;5.43216946819
Sonseweg;5632NA;5632.0;1;47;24.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162469.8544;387688.932873;51.47820099;5.49472761841
Sonseweg;5632NH;5632.0;194;240;24.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162540.2506;387851.954897;51.479665397;5.49574445115
Sonseweg;5632NL;5632.0;338;384;24.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162560.438;388062.096255;51.4815540109;5.49603957609
Sophia van Wurtemberglaan;5616BP;5616.0;4;30;12.0;611;Eliasterrein, Vonderkwartier;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160533.969671;383052.255;51.4365458567;5.46678808437
Sophia van Wurtemberglaan;5616BR;5616.0;32;64;17.0;611;Eliasterrein, Vonderkwartier;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160412.269354;382951.4138;51.4356406117;5.46503629238
Sophorapad;5643BD;5643.0;1;35;18.0;236;Nieuwe Erven;23;Wijk Putten;2;Stadsdeel Stratum;162678.667452;381595.4074;51.4234255729;5.49760039657
Spaaihoefweg;5627BC;5627.0;15;29;8.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158421.693027;388369.15245;51.4843544602;5.4364620788
Spaaihoefweg;5627BD;5627.0;2;66;33.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158451.80738;388322.9878;51.4839393181;5.43689517069
Spaarnestraat;5626DG;5626.0;1;13;7.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;157552.79645;387704.057768;51.4783807827;5.42394800776
Spaarnestraat;5626DH;5626.0;12;64;27.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;157509.275773;387746.4868;51.4787623589;5.42332184094
Spalaan;5628ZE;5628.0;1;21;11.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161733.42745;388266.284135;51.4833998921;5.48413803406
Spalaan;5628ZG;5628.0;2;28;14.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161781.02825;388290.769491;51.4836194101;5.4848237852
Spanvlinderplein;5641EG;5641.0;1;49;25.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164357.50644;384856.6482;51.4527143686;5.52182442099
Speelheuvelweg;5652CH;5652.0;1;20;31.0;622;Het Ven;62;Wijk Halve Maan;6;Stadsdeel Strijp;158875.51848;383098.3847;51.4369743691;5.44293746788
Speerpunt;5629TC;5629.0;1;7;5.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161686.45527;389247.42955;51.4922196129;5.48348049607
Spinnerstraat;5612BV;5612.0;1;37;19.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161200.1139;384590.872627;51.4503690326;5.47639539699
Spinnerstraat;5612BX;5612.0;2;50;25.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161154.23575;384542.909388;51.4499384109;5.47573455804
Spoelerstraat;5623AJ;5623.0;2;34;17.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;161125.15475;385140.55628;51.455310773;5.47532661722
Sporkenhoutlaan;5646AJ;5646.0;14;38;4.0;238;Schuttersbosch;23;Wijk Putten;2;Stadsdeel Stratum;163032.143842;380081.4294;51.4098119898;5.50264796089
Sporkenhoutlaan;5646AK;5646.0;5;39;16.0;238;Schuttersbosch;23;Wijk Putten;2;Stadsdeel Stratum;162904.0795;380585.305719;51.4143429817;5.50081857719
Sprenger van Eyklaan;5652PG;5652.0;2;48;24.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158341.220083;383674.66795;51.4421578203;5.43525882871
Springerstraat;5622GR;5622.0;2;44;22.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160363.43785;386161.686559;51.4644971412;5.46438301379
St Adelbertuslaan;5643PK;5643.0;1;31;17.0;233;Sintenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162794.8801;381871.254731;51.4259034778;5.49927733831
St Antoniusstraat;5616RT;5616.0;1;24;19.0;612;Philipsdorp;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160611.6691;383364.404611;51.4393508973;5.46791050292
St Bonifaciuslaan;5643ND;5643.0;48;80;17.0;233;Sintenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;163085.52505;381771.0622;51.424998784;5.50345398668
St Bonifaciuslaan;5645NG;5645.0;300;310;7.0;234;Tivoli;23;Wijk Putten;2;Stadsdeel Stratum;163276.605951;381611.6488;51.4235630951;5.50619758385
St Catharinastraat;5611JJ;5611.0;57;121;33.0;112;Bergen;11;Wijk Centrum;1;Stadsdeel Centrum;160968.62575;382951.162456;51.4356327282;5.47303740153
St Christoffelstraat;5614BM;5614.0;1;4;4.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162332.433034;382264.3775;51.429443338;5.49263637074
St Claralaan;5654AT;5654.0;20;36;11.0;723;Rapelenburg;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160648.1446;381657.779193;51.424010234;5.46840771722
St Gerlachstraat;5643NJ;5643.0;1;35;18.0;233;Sintenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;163055.8961;381713.526338;51.4244820376;5.50302666854
St Gertrudislaan;5643PC;5643.0;1;31;16.0;233;Sintenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162662.616169;381822.83295;51.425470045;5.49737456853
St Gertrudislaan;5643PD;5643.0;2;38;19.0;233;Sintenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162659.1641;381780.221236;51.4250870692;5.49732400781
St Goedelestraat;5643MH;5643.0;1;23;12.0;233;Sintenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162914.093996;381670.48585;51.4240971705;5.50098690732
St Hubertusstraat;5614CH;5614.0;1;59;40.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162518.622441;381954.6483;51.4266568299;5.49530703275
St Hubertusstraat;5614CJ;5614.0;4;50;24.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162363.3906;382022.185714;51.427265952;5.49307645455
St Hubertusstraat;5614CK;5614.0;52;112;23.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162490.1114;381913.237395;51.4262849808;5.49489620794
St Jorislaan;5611PN;5611.0;50;92;22.0;212;Rochusbuurt;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162088.1435;382429.479598;51.4309305135;5.4891269793
St Jorislaan;5614AA;5614.0;51;53;2.0;215;Joriskwartier;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161980.93552;382326.73325;51.4300082995;5.48758331453
St Josephlaan;5642HC;5642.0;38;220;91.0;321;Doornakkers-West;32;Wijk Doornakkers;3;Stadsdeel Tongelre;163447.713865;383260.0283;51.4383772863;5.50869722327
St Lebuinuslaan;5643SB;5643.0;2;38;19.0;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;163226.722347;382005.22175;51.4271015225;5.50548957715
St Leonardusstraat;5614EE;5614.0;29;53;26.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162566.932648;382181.51545;51.428695417;5.49600653268
St Leonardusstraat;5614EH;5614.0;2;28;27.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162478.549631;382210.79495;51.4289597811;5.49473628858
St Leonardusstraat;5614EK;5614.0;56;104;25.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162668.9717;382041.013171;51.4274311085;5.49747069983
St Nicasiusstraat;5614CE;5614.0;27;49;12.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162442.550737;382095.1521;51.4279207825;5.49421621054
St Odastraat;5614AL;5614.0;1;23;12.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162454.474572;382445.4302;51.4310691588;5.49439507716
St Odastraat;5614AM;5614.0;2;28;14.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162415.444771;382475.9565;51.4313440647;5.49383447847
St Odulphusstraat;5614AN;5614.0;1;41;21.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162437.3458;382355.913305;51.4302647475;5.49414687749
St Otgeruslaan;5643MN;5643.0;1;29;15.0;233;Sintenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;163169.294087;381634.2566;51.4237678753;5.50465523704
St Petrus Canisiuslaan;5643WE;5643.0;2;40;20.0;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;163515.9317;382318.322961;51.4299115874;5.50965556359
St Petrus Canisiuslaan;5643WG;5643.0;42;82;21.0;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;163478.754;382160.832532;51.4284965194;5.50911717698
St Petrus Canisiuslaan;5645GB;5645.0;1;41;21.0;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;163519.42675;382165.55309;51.4285383373;5.50970212487
St Petrus Canisiuslaan;5645GC;5645.0;43;69;14.0;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;163480.0025;381989.501187;51.4269564603;5.50913100399
St Rochusstraat;5611RE;5611.0;1;39;18.0;212;Rochusbuurt;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162137.71915;382612.475937;51.4325747809;5.48984357661
St Romboutstraat;5643MX;5643.0;2;56;34.0;233;Sintenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162814.022571;381638.65675;51.4238124661;5.49954741209
St Servaasweg;5614CA;5614.0;3;7;3.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162419.56305;381954.924143;51.4266606228;5.4938827199
St Servaasweg;5614CB;5614.0;2;36;18.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162484.0465;382072.519545;51.4277167961;5.49481239004
St Servaasweg;5614CC;5614.0;38;80;22.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162424.69565;382010.065724;51.4271562047;5.49395768125
St Trudoplein;5616GZ;5616.0;9;15;9.0;612;Philipsdorp;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159740.31535;383611.654644;51.4415813611;5.45538163587
St Trudostraat;5616GA;5616.0;1;37;39.0;614;Schouwbroek;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159733.479834;383415.58325;51.4398189975;5.45528067991
St Wirostraat;5643MZ;5643.0;1;32;23.0;233;Sintenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;163131.0588;381460.449241;51.4222061313;5.50410149672
Stadhuisplein;5611EM;5611.0;1;6;6.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161513.503642;382921.52295;51.4353602683;5.48087288816
Stappendijk;5644HT;5644.0;2;2;1.0;226;Sportpark Aalsterweg;22;Wijk Kortonjo;2;Stadsdeel Stratum;161445.3395;379917.041969;51.4083547453;5.47983761766
Staringstraat;5615HD;5615.0;2;22;10.0;711;Schrijversbuurt;71;Wijk Rozenknopje;7;Stadsdeel Gestel;160974.3087;382458.24883;51.4312020292;5.47311076126
Stationsplein;5611AB;5611.0;2;16;19.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161430.645335;383574.8007;51.4412333173;5.47969322709
Stationsweg;5611BZ;5611.0;54;146;47.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161596.001725;383628.29305;51.4417122289;5.48207255678
Steenbergenstraat;5652JV;5652.0;2;30;15.0;622;Het Ven;62;Wijk Halve Maan;6;Stadsdeel Strijp;158302.4159;383343.934493;51.4391851947;5.4346975853
Steenbokstraat;5632JM;5632.0;1;20;20.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162500.7686;387305.633157;51.4747552348;5.49516443466
Steenstraat;5612PE;5612.0;2;32;16.0;411;Limbeek-Noord;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160447.797323;384114.20935;51.446092253;5.46556524128
Steenstraat;5612PG;5612.0;34;80;24.0;411;Limbeek-Noord;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160453.650609;384186.819;51.4467448601;5.46565056453
Steijgerweg;5616HS;5616.0;1;49;32.0;613;Engelsbergen;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159564.573288;382952.5521;51.4356583579;5.45284535421
Stekelroosstraat;5644EN;5644.0;2;50;25.0;221;Kerstroosplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162328.24575;381043.713052;51.4184712394;5.49255076157
Stentorstraat;5631KV;5631.0;1;17;9.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162833.57425;386167.362355;51.4645191872;5.49992933877
Stephensonstraat;5621GR;5621.0;1;33;20.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159836.35695;385104.43369;51.4549986358;5.45678355754
Stephensonstraat;5621GV;5621.0;42;58;9.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159774.7602;384982.993444;51.4539075768;5.45589569079
Sterappelstraat;5632NM;5632.0;1;43;22.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162406.517503;387785.8942;51.4790733781;5.49381794674
Sterkenburg;5653NC;5653.0;33;57;75.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158593.250694;381308.538;51.4208878859;5.43885968172
Sterkenburg;5653ND;5653.0;2;2;1.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158305.989998;381253.1369;51.4203916649;5.43472932057
Sterkenburg;5653NH;5653.0;84;124;21.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158290.6327;381226.703358;51.4201541522;5.43450828942
Sterkenburg;5653NL;5653.0;210;252;22.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158323.33375;381139.173641;51.4193671829;5.43497758538
Sterrenlaan;5631KA;5631.0;8;16;4.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162506.968146;386328.5945;51.4659728981;5.4952327948
Stevertsemolen;5612DV;5612.0;22;78;46.0;414;Woenselse Watermolen;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161516.5351;384392.812272;51.4485851603;5.48094373709
Stevinstraat;5621GH;5621.0;1;31;16.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159919.88485;385068.628704;51.4546760724;5.45798480461
Stiffelio;5629NL;5629.0;1;78;78.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161203.88905;388953.671233;51.4895846591;5.47652675788
Stokroosstraat;5644EB;5644.0;1;25;19.0;221;Kerstroosplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162460.16295;381304.987804;51.4208180219;5.4944527164
Straatsburglaan;5627DA;5627.0;1;51;26.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158692.1509;388253.391767;51.4833122149;5.44035455333
Straatsburglaan;5627DB;5627.0;2;52;26.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158752.15;388288.850147;51.48363054;5.44121870043
Stratumsedijk;5611ND;5611.0;2;26;49.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161724.28265;382728.6787;51.4336243775;5.48390045489
Stratumseind;5611ER;5611.0;73;137;35.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161666.6019;382973.45693;51.4358252938;5.48307560576
Strausslaan;5653AJ;5653.0;1;24;13.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159988.631348;382160.3615;51.4285340145;5.45893261934
Strijpsestraat;5616GS;5616.0;58;108;45.0;612;Philipsdorp;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160019.5105;383316.385753;51.4389248648;5.45939312747
Strijpsestraat;5616GW;5616.0;182;204;21.0;615;Schoot;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159630.269121;383585.25095;51.4413449435;5.45379847633
Strobloemstraat;5643JR;5643.0;2;58;29.0;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162753.1046;380938.483383;51.4175196783;5.49865615241
Suurhofflaan;5631NK;5631.0;1;26;15.0;337;Koudenhoven;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;163982.22383;385113.1577;51.4550261545;5.51643191268
Suyslaan;5622HX;5622.0;1;27;17.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160204.76575;386066.95018;51.4636470795;5.46209825674
Suze Groenewegstraat;5612SE;5612.0;1;13;11.0;410;Limbeek-Zuid;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160458.04622;384008.16055;51.4451389164;5.46571102116
Swalmstraat;5626DM;5626.0;2;41;19.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158049.8631;388261.206648;51.4833863171;5.43110802465
Sweelinckstraat;5654LP;5654.0;1;29;15.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160029.194257;381269.52505;51.4205262108;5.45950314461
Sweelinckstraat;5654LR;5654.0;2;28;15.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160004.985542;381252.73985;51.4203755497;5.45915486915
Symfoniestraat;5642TV;5642.0;58;84;14.0;328;Tongelresche Akkers;32;Wijk Doornakkers;3;Stadsdeel Tongelre;164606.1979;383269.744274;51.4384460541;5.52535894132
Taborstraat;5625RW;5625.0;1;10;7.0;516;Vlokhoven;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161561.864767;386929.43715;51.4713854786;5.48164317642
Tacituslaan;5624GP;5624.0;1;33;17.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159801.426445;386912.13185;51.4712477145;5.45630571208
Tacituslaan;5624GR;5624.0;35;69;18.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159851.4405;386993.776741;51.4719811626;5.45702666885
Tarasconweg;5627GB;5627.0;2;17;9.0;522;Achtse Barrier-Gunterslaer;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158845.50425;387627.236291;51.477682894;5.4425554147
Tarbotstraat;5654NZ;5654.0;1;8;10.0;722;Blaarthem;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159974.076036;381559.9787;51.4231374955;5.45871484169
Tegenboschweg;5651GD;5651.0;7;7;1.0;626;Wielewaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;157229.097703;386003.9945;51.4631008776;5.41927760954
Telemannlaan;5653AM;5653.0;2;38;19.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159690.097565;382281.87675;51.4296288427;5.45464161146
Tellegenstraat;5652NT;5652.0;1;106;68.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158462.765136;383821.1525;51.4434737861;5.43700849649
Tempellaan;5628ZP;5628.0;1;39;20.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161768.961898;388352.32625;51.484172867;5.48465125966
Tempellaan;5628ZS;5628.0;95;143;25.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161054.85065;388297.065276;51.4836842897;5.47436952751
Tenierslaan;5613DZ;5613.0;1;13;8.0;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre;162557.820479;383094.2125;51.4368994691;5.49589510182
Terschellingstraat;5628LB;5628.0;2;56;28.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160714.2941;387642.753929;51.4778064825;5.46945606941
Terwestenstraat;5613HH;5613.0;1;49;25.0;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre;163050.398;383192.365463;51.4377749073;5.50298142901
Terwestenstraat;5613HJ;5613.0;2;42;21.0;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre;163021.78415;383182.653385;51.437688017;5.50256968512
Tetrodestraat;5623EN;5623.0;2;40;21.0;425;Rapenland;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160782.098812;386057.9709;51.4635607286;5.47040600024
